"transaction_id","posted_at","fiscal_year","fiscal_period","vendor_name","vendor_id","supplier_country","gl_account","account_name","department","cost_center","region","currency","fx_rate_used","amount_original","amount_usd","debit","credit","invoice_number","po_number","payment_method","posted_by","approved_by","approval_status","document_status","related_party_flag","risk_hint","description"
"TRX-000905","2026-01-06 12:05:00","2026","P01","Swift Courier","V-0006","APAC","6600","Legal fees","Procurement","CC-016","APAC","USD","1","12295","12295","12295","0","INV-033485","PO-028055","Wire","p.nair","m.lee","approved","duplicate_support","N","document_gap","Sample ledger transaction for Swift Courier - Legal fees"
"TRX-000906","2026-01-07 15:18:00","2026","P01","BluePeak Software","V-0035","India","6100","Travel and expense","Facilities","CC-023","India","INR","0.012","1057000","12684","12684","0","INV-033522","","ACH","admin","a.anand","approved","complete","N","sod_review","Sample ledger transaction for BluePeak Software - Travel and expense"
"TRX-000907","2026-01-08 18:31:00","2026","P01","Pioneer Freight","V-0064","UK","6600","Legal fees","Sales","CC-030","UK","EUR","1.08","12104.63","13073","13073","0","INV-033559","PO-028117","Manual journal","l.ortiz","j.martin","approved","missing_sow","N","document_gap","Sample ledger transaction for Pioneer Freight - Legal fees"
"TRX-000908","2026-01-09 21:44:00","2026","P01","Crescent Contractors","V-0093","APAC","6100","Travel and expense","HR","CC-037","APAC","GBP","1.27","10600","13462","13462","0","INV-033596","PO-028148","UPI","j.martin","c.reed","approved","unsigned_invoice","N","document_gap","Sample ledger transaction for Crescent Contractors - Travel and expense"
"TRX-000909","2026-01-11 00:57:00","2026","P01","AdReach Media","V-0122","India","6600","Legal fees","Marketing","CC-044","India","SGD","0.74","-18717.57","-13851","0","13851","INV-033633","PO-028179","Check","system","v.shah","approved","pending_registry","N","sod_review","Sample ledger transaction for AdReach Media - Legal fees"
"TRX-000910","2026-01-12 03:10:00","2026","P01","Zenith Consulting","V-0151","UK","6100","Travel and expense","Finance","CC-051","UK","USD","1","14240","14240","14240","0","INV-033670","PO-028210","Corporate card","a.anand","r.menon","manual_override","manual_override","N","document_gap","Sample ledger transaction for Zenith Consulting - Travel and expense"
"TRX-000911","2026-01-13 06:23:00","2026","P01","Mehta Family Holdings","V-0180","APAC","6600","Legal fees","IT","CC-058","APAC","INR","0.012","1219083.33","14629","14629","0","INV-033707","PO-028241","Wire","n.patel","n.patel","self_approved","duplicate_support","Y","document_gap","Sample ledger transaction for Mehta Family Holdings - Legal fees"
"TRX-000912","2026-01-13 09:36:00","2026","P01","Vertex Components","V-0209","India","6100","Travel and expense","Legal","CC-065","India","EUR","1.08","13905.56","15018","15018","0","INV-033744","","ACH","rkumar","p.nair","approved","complete","N","sod_review","Sample ledger transaction for Vertex Components - Travel and expense"
"TRX-000913","2026-01-14 12:49:00","2026","P01","Unknown Vendor","V-0238","UK","6600","Legal fees","Executive","CC-072","UK","GBP","1.27","12131.5","15407","15407","0","INV-033781","PO-028303","Manual journal","s.iyer","m.lee","approved","missing_sow","N","document_gap","Sample ledger transaction for Unknown Vendor - Legal fees"
"TRX-000914","2026-01-15 15:02:00","2026","P01","SkyHigh Travel","V-0267","APAC","6100","Travel and expense","Operations","CC-079","APAC","SGD","0.74","21345.95","15796","15796","0","INV-033818","PO-028334","UPI","m.lee","a.anand","approved","unsigned_invoice","N","document_gap","Sample ledger transaction for SkyHigh Travel - Travel and expense"
"TRX-000915","2026-01-16 18:15:00","2026","P01","GreenLeaf Facilities","V-0296","India","6600","Legal fees","Procurement","CC-006","India","USD","1","16185","16185","16185","0","INV-033855","PO-028365","Check","p.nair","j.martin","approved","pending_registry","N","document_gap","Sample ledger transaction for GreenLeaf Facilities - Legal fees"
"TRX-000916","2026-01-17 21:28:00","2026","P01","Test Supplier LLC","V-0005","UK","6100","Travel and expense","Facilities","CC-013","UK","INR","0.012","1381166.67","16574","16574","0","INV-033892","PO-028396","Corporate card","admin","c.reed","approved","manual_override","N","sod_review","Sample ledger transaction for Test Supplier LLC - Travel and expense"
"TRX-000917","2026-01-19 00:41:00","2026","P01","Staples Inc","V-0034","APAC","6600","Legal fees","Sales","CC-020","APAC","EUR","1.08","15706.48","16963","16963","0","INV-033929","PO-028427","Wire","l.ortiz","v.shah","approved","duplicate_support","N","document_gap","Sample ledger transaction for Staples Inc - Legal fees"
"TRX-000918","2026-01-20 03:54:00","2026","P01","Omega Legal LLP","V-0063","India","6100","Travel and expense","HR","CC-027","India","GBP","1.27","-13662.99","-17352","0","17352","INV-033966","","ACH","j.martin","r.menon","approved","complete","N","normal","Sample ledger transaction for Omega Legal LLP - Travel and expense"
"TRX-000919","2026-01-21 06:07:00","2026","P01","Rao Family Trust","V-0092","UK","6600","Legal fees","Marketing","CC-034","UK","SGD","0.74","23974.32","17741","17741","0","INV-034003","PO-028489","Manual journal","system","n.patel","approved","missing_sow","Y","sod_review","Sample ledger transaction for Rao Family Trust - Legal fees"
"TRX-000920","2026-01-21 09:20:00","2026","P01","Northstar Advisory","V-0121","APAC","6100","Travel and expense","Finance","CC-041","APAC","USD","1","18130","18130","18130","0","INV-034040","PO-028520","UPI","a.anand","p.nair","approved","unsigned_invoice","N","document_gap","Sample ledger transaction for Northstar Advisory - Travel and expense"
"TRX-000921","2026-01-22 12:33:00","2026","P01","Nova Cloud Services","V-0150","India","6600","Legal fees","IT","CC-048","India","INR","0.012","1543250","18519","18519","0","INV-034077","PO-028551","Check","n.patel","m.lee","approved","pending_registry","N","document_gap","Sample ledger transaction for Nova Cloud Services - Legal fees"
"TRX-000922","2026-01-23 15:46:00","2026","P01","Atlas Hardware","V-0179","UK","6100","Travel and expense","Legal","CC-055","UK","EUR","1.08","17507.41","18908","18908","0","INV-034114","PO-028582","Corporate card","rkumar","a.anand","approved","manual_override","N","sod_review","Sample ledger transaction for Atlas Hardware - Travel and expense"
"TRX-000923","2026-01-24 18:59:00","2026","P01","Keller Logistics","V-0208","APAC","6600","Legal fees","Executive","CC-062","APAC","GBP","1.27","15194.49","19297","19297","0","INV-034151","PO-028613","Wire","s.iyer","j.martin","approved","duplicate_support","N","document_gap","Sample ledger transaction for Keller Logistics - Legal fees"
"TRX-000924","2026-01-25 21:12:00","2026","P01","Metro Office Supply","V-0237","India","6100","Travel and expense","Operations","CC-069","India","SGD","0.74","26602.7","19686","19686","0","INV-034188","","ACH","m.lee","c.reed","manual_override","complete","N","normal","Sample ledger transaction for Metro Office Supply - Travel and expense"
"TRX-000925","2026-01-27 00:25:00","2026","P01","Swift Courier","V-0266","UK","6600","Legal fees","Procurement","CC-076","UK","USD","1","20075","20075","20075","0","INV-034225","PO-028675","Manual journal","p.nair","v.shah","approved","missing_sow","N","document_gap","Sample ledger transaction for Swift Courier - Legal fees"
"TRX-000926","2026-01-28 03:38:00","2026","P01","BluePeak Software","V-0295","APAC","6100","Travel and expense","Facilities","CC-003","APAC","INR","0.012","1705333.33","20464","20464","0","INV-034262","PO-028706","UPI","admin","r.menon","approved","unsigned_invoice","N","sod_review","Sample ledger transaction for BluePeak Software - Travel and expense"
"TRX-000927","2026-01-29 06:51:00","2026","P01","Pioneer Freight","V-0004","India","6600","Legal fees","Sales","CC-010","India","EUR","1.08","-19308.33","-20853","0","20853","INV-034299","PO-028737","Check","l.ortiz","n.patel","approved","pending_registry","N","document_gap","Sample ledger transaction for Pioneer Freight - Legal fees"
"TRX-000928","2026-01-29 09:04:00","2026","P01","Crescent Contractors","V-0033","UK","6100","Travel and expense","HR","CC-017","UK","GBP","1.27","16725.98","21242","21242","0","INV-034336","PO-028768","Corporate card","j.martin","p.nair","approved","manual_override","N","document_gap","Sample ledger transaction for Crescent Contractors - Travel and expense"
"TRX-000929","2026-01-30 12:17:00","2026","P01","AdReach Media","V-0062","APAC","6600","Legal fees","Marketing","CC-024","APAC","SGD","0.74","29231.08","21631","21631","0","INV-034373","PO-028799","Wire","system","m.lee","approved","duplicate_support","N","sod_review","Sample ledger transaction for AdReach Media - Legal fees"
"TRX-000930","2026-01-31 15:30:00","2026","P01","Zenith Consulting","V-0091","India","6100","Travel and expense","Finance","CC-031","India","USD","1","22020","22020","22020","0","INV-034410","","ACH","a.anand","a.anand","self_approved","complete","N","normal","Sample ledger transaction for Zenith Consulting - Travel and expense"
"TRX-000931","2026-02-01 18:43:00","2026","P02","Mehta Family Holdings","V-0120","UK","6600","Legal fees","IT","CC-038","UK","INR","0.012","1867416.67","22409","22409","0","INV-034447","PO-028861","Manual journal","n.patel","j.martin","approved","missing_sow","Y","document_gap","Sample ledger transaction for Mehta Family Holdings - Legal fees"
"TRX-000932","2026-02-02 21:56:00","2026","P02","Vertex Components","V-0149","APAC","6100","Travel and expense","Legal","CC-045","APAC","EUR","1.08","21109.26","22798","22798","0","INV-034484","PO-028892","UPI","rkumar","c.reed","approved","unsigned_invoice","N","sod_review","Sample ledger transaction for Vertex Components - Travel and expense"
"TRX-000933","2026-02-04 00:09:00","2026","P02","Unknown Vendor","V-0178","India","6600","Legal fees","Executive","CC-052","India","GBP","1.27","18257.48","23187","23187","0","INV-034521","PO-028923","Check","s.iyer","v.shah","approved","pending_registry","N","document_gap","Sample ledger transaction for Unknown Vendor - Legal fees"
"TRX-000934","2026-02-05 03:22:00","2026","P02","SkyHigh Travel","V-0207","UK","6100","Travel and expense","Operations","CC-059","UK","SGD","0.74","31859.46","23576","23576","0","INV-034558","PO-028954","Corporate card","m.lee","r.menon","approved","manual_override","N","document_gap","Sample ledger transaction for SkyHigh Travel - Travel and expense"
"TRX-000935","2026-02-06 06:35:00","2026","P02","GreenLeaf Facilities","V-0236","APAC","6600","Legal fees","Procurement","CC-066","APAC","USD","1","23965","23965","23965","0","INV-034595","PO-028985","Wire","p.nair","n.patel","approved","duplicate_support","N","document_gap","Sample ledger transaction for GreenLeaf Facilities - Legal fees"
"TRX-000936","2026-02-06 09:48:00","2026","P02","Test Supplier LLC","V-0265","India","6100","Travel and expense","Facilities","CC-073","India","INR","0.012","-2029500","-24354","0","24354","INV-034632","","ACH","admin","p.nair","approved","complete","N","sod_review","Sample ledger transaction for Test Supplier LLC - Travel and expense"
"TRX-000937","2026-02-07 12:01:00","2026","P02","Staples Inc","V-0294","UK","6600","Legal fees","Sales","CC-080","UK","EUR","1.08","22910.19","24743","24743","0","INV-034669","PO-029047","Manual journal","l.ortiz","m.lee","approved","missing_sow","N","document_gap","Sample ledger transaction for Staples Inc - Legal fees"
"TRX-000938","2026-02-08 15:14:00","2026","P02","Omega Legal LLP","V-0003","APAC","6100","Travel and expense","HR","CC-007","APAC","GBP","1.27","19788.98","25132","25132","0","INV-034706","PO-029078","UPI","j.martin","j.martin","self_approved","unsigned_invoice","N","document_gap","Sample ledger transaction for Omega Legal LLP - Travel and expense"
"TRX-000939","2026-02-09 18:27:00","2026","P02","Rao Family Trust","V-0032","India","6600","Legal fees","Marketing","CC-014","India","SGD","0.74","34487.84","25521","25521","0","INV-034743","PO-029109","Check","system","j.martin","approved","pending_registry","Y","related_party_material","Sample ledger transaction for Rao Family Trust - Legal fees"
"TRX-000940","2026-02-10 21:40:00","2026","P02","Northstar Advisory","V-0061","UK","6100","Travel and expense","Finance","CC-021","UK","USD","1","25910","25910","25910","0","INV-034780","PO-029140","Corporate card","a.anand","c.reed","approved","manual_override","N","document_gap","Sample ledger transaction for Northstar Advisory - Travel and expense"
"TRX-000941","2026-02-12 00:53:00","2026","P02","Nova Cloud Services","V-0090","APAC","6600","Legal fees","IT","CC-028","APAC","INR","0.012","2191583.33","26299","26299","0","INV-034817","PO-029171","Wire","n.patel","v.shah","approved","duplicate_support","N","document_gap","Sample ledger transaction for Nova Cloud Services - Legal fees"
"TRX-000942","2026-02-13 03:06:00","2026","P02","Atlas Hardware","V-0119","India","6100","Travel and expense","Legal","CC-035","India","EUR","1.08","24711.11","26688","26688","0","INV-034854","","ACH","rkumar","r.menon","approved","complete","N","sod_review","Sample ledger transaction for Atlas Hardware - Travel and expense"
"TRX-000943","2026-02-14 06:19:00","2026","P02","Keller Logistics","V-0148","UK","6600","Legal fees","Executive","CC-042","UK","GBP","1.27","21259.84","27000","27000","0","INV-034891","PO-029233","Manual journal","s.iyer","n.patel","approved","missing_sow","N","document_gap","Sample ledger transaction for Keller Logistics - Legal fees"
"TRX-000944","2026-02-14 09:32:00","2026","P02","Metro Office Supply","V-0177","APAC","6100","Travel and expense","Operations","CC-049","APAC","SGD","0.74","37116.22","27466","27466","0","INV-034928","PO-029264","UPI","m.lee","p.nair","approved","unsigned_invoice","N","document_gap","Sample ledger transaction for Metro Office Supply - Travel and expense"
"TRX-000945","2026-02-15 12:45:00","2026","P02","Swift Courier","V-0206","India","6600","Legal fees","Procurement","CC-056","India","USD","1","-27855","-27855","0","27855","INV-034965","PO-029295","Check","p.nair","m.lee","approved","pending_registry","N","document_gap","Sample ledger transaction for Swift Courier - Legal fees"
"TRX-000946","2026-02-16 15:58:00","2026","P02","BluePeak Software","V-0235","UK","6100","Travel and expense","Facilities","CC-063","UK","INR","0.012","2353666.67","28244","28244","0","INV-035002","PO-029326","Corporate card","admin","a.anand","approved","manual_override","N","sod_review","Sample ledger transaction for BluePeak Software - Travel and expense"
